JD V-C s1 V-K1 s2 V-K2 s3 V-K3 s4 V-K4 s5 C1-K1 s6 C1-K2 s7 C1-K3 s8 C1-K4 s9 C2-K1 s10 C2-K2 s11 C2-K3 s12 C2-K4 s13 C3-K1 s14 C3-K2 s15 C3-K3 s16 C3-K4 s17 C4-K1 s18 C4-K2 s19 C4-K3 s20 C4-K4 s21 C5-K1 s22 C5-K2 s23 C5-K3 s24 C5-K4 s25 K1-K2 s26 K1-K3 s27 K1-K4 s28 K2-K3 s29 K2-K4 s30 K3-K4 s31
Aperture: 6, Filter: L, JD: geocentric
2459492.4421991 0.01969 0.00367 -0.36745 0.00516 0.18818 0.00451 0.01587 0.00468 -0.84362 0.00596 -0.59718 0.00495 -0.04155 0.00427 -0.21387 0.00445 -1.07336 0.00577 -0.39094 0.00514 0.16469 0.00448 -0.00763 0.00466 -0.86712 0.00594 -0.06356 0.00550 0.49207 0.00489 0.31975 0.00506 -0.53974 0.00625 0.35700 0.00612 0.91263 0.00558 0.74031 0.00572 -0.11918 0.00680 -0.85373 0.00476 -0.29810 0.00404 -0.47041 0.00423 -1.32990 0.00561 0.55563 0.00499 0.38331 0.00515 -0.47617 0.00633 -0.17232 0.00449 -1.03180 0.00581 -0.85949 0.00594
2459492.4429630 0.01764 0.00367 -0.37079 0.00517 0.18033 0.00452 0.01124 0.00469 -0.84151 0.00596 -0.59313 0.00496 -0.04202 0.00428 -0.21111 0.00446 -1.06385 0.00578 -0.39102 0.00514 0.16009 0.00449 -0.00900 0.00466 -0.86174 0.00594 -0.06708 0.00550 0.48403 0.00490 0.31495 0.00506 -0.53780 0.00625 0.35276 0.00611 0.90387 0.00558 0.73479 0.00572 -0.11796 0.00680 -0.85795 0.00476 -0.30684 0.00405 -0.47592 0.00423 -1.32867 0.00561 0.55111 0.00500 0.38203 0.00515 -0.47072 0.00633 -0.16909 0.00450 -1.02183 0.00581 -0.85275 0.00595
2459492.4437269 0.01198 0.00367 -0.37213 0.00516 0.17976 0.00451 0.00875 0.00468 -0.84867 0.00597 -0.58788 0.00496 -0.03599 0.00428 -0.20700 0.00447 -1.06442 0.00580 -0.39133 0.00514 0.16056 0.00449 -0.01045 0.00466 -0.86787 0.00595 -0.05902 0.00551 0.49287 0.00491 0.32186 0.00507 -0.53556 0.00627 0.35847 0.00612 0.91037 0.00559 0.73936 0.00573 -0.11806 0.00682 -0.85361 0.00476 -0.30172 0.00405 -0.47273 0.00424 -1.33015 0.00562 0.55189 0.00500 0.38088 0.00515 -0.47654 0.00634 -0.17101 0.00450 -1.02843 0.00583 -0.85742 0.00596
2459492.4444792 0.01610 0.00366 -0.37002 0.00516 0.17450 0.00452 0.00937 0.00468 -0.85338 0.00597 -0.59321 0.00495 -0.04869 0.00428 -0.21382 0.00446 -1.07657 0.00580 -0.38661 0.00514 0.15791 0.00450 -0.00722 0.00466 -0.86997 0.00596 -0.06556 0.00550 0.47896 0.00490 0.31382 0.00505 -0.54892 0.00627 0.36625 0.00613 0.91078 0.00560 0.74564 0.00573 -0.11710 0.00683 -0.85841 0.00475 -0.31389 0.00405 -0.47903 0.00423 -1.34177 0.00563 0.54452 0.00500 0.37939 0.00515 -0.48336 0.00634 -0.16514 0.00451 -1.02788 0.00583 -0.86274 0.00596
2459492.4452431 0.02649 0.00368 -0.37384 0.00519 0.18675 0.00452 0.01323 0.00470 -0.84248 0.00597 -0.60226 0.00498 -0.04168 0.00428 -0.21519 0.00447 -1.07091 0.00579 -0.40090 0.00516 0.15968 0.00449 -0.01383 0.00467 -0.86955 0.00595 -0.07632 0.00552 0.48426 0.00490 0.31075 0.00506 -0.54497 0.00626 0.34110 0.00613 0.90168 0.00558 0.72816 0.00572 -0.12755 0.00681 -0.87470 0.00477 -0.31412 0.00404 -0.48763 0.00424 -1.34335 0.00562 0.56058 0.00502 0.38707 0.00517 -0.46865 0.00635 -0.17351 0.00451 -1.02923 0.00583 -0.85572 0.00596
2459492.4459954 0.02092 0.00368 -0.37143 0.00518 0.18634 0.00452 0.01871 0.00469 -0.84194 0.00598 -0.59733 0.00497 -0.03955 0.00428 -0.20719 0.00446 -1.06784 0.00580 -0.39447 0.00516 0.16330 0.00450 -0.00433 0.00467 -0.86498 0.00596 -0.06787 0.00552 0.48991 0.00491 0.32227 0.00507 -0.53838 0.00628 0.35914 0.00614 0.91691 0.00560 0.74928 0.00574 -0.11137 0.00683 -0.86683 0.00477 -0.30906 0.00404 -0.47670 0.00423 -1.33735 0.00562 0.55777 0.00501 0.39014 0.00516 -0.47051 0.00635 -0.16763 0.00450 -1.02828 0.00583 -0.86065 0.00596
2459492.4467708 0.02145 0.00368 -0.37205 0.00519 0.18407 0.00453 0.01163 0.00470 -0.84315 0.00597 -0.59558 0.00498 -0.03946 0.00429 -0.21190 0.00447 -1.06668 0.00580 -0.40058 0.00516 0.15554 0.00450 -0.01690 0.00467 -0.87168 0.00595 -0.07222 0.00552 0.48390 0.00491 0.31146 0.00507 -0.54331 0.00627 0.35547 0.00615 0.91159 0.00560 0.73915 0.00574 -0.11563 0.00683 -0.86467 0.00478 -0.30855 0.00405 -0.48099 0.00424 -1.33577 0.00562 0.55612 0.00502 0.38368 0.00517 -0.47110 0.00635 -0.17244 0.00451 -1.02722 0.00583 -0.85478 0.00596
2459492.4475231 0.02330 0.00369 -0.36670 0.00518 0.18638 0.00453 0.01007 0.00471 -0.84267 0.00599 -0.59358 0.00497 -0.04050 0.00429 -0.21681 0.00448 -1.06955 0.00581 -0.38937 0.00516 0.16370 0.00450 -0.01260 0.00468 -0.86534 0.00597 -0.06569 0.00552 0.48739 0.00491 0.31108 0.00508 -0.54166 0.00628 0.34995 0.00613 0.90302 0.00559 0.72671 0.00573 -0.12603 0.00682 -0.86353 0.00477 -0.31046 0.00405 -0.48676 0.00425 -1.33950 0.00563 0.55307 0.00501 0.37677 0.00517 -0.47597 0.00636 -0.17631 0.00452 -1.02905 0.00584 -0.85274 0.00598
2459492.4482870 0.02442 0.00369 -0.36921 0.00519 0.18461 0.00454 0.02172 0.00470 -0.84504 0.00600 -0.60705 0.00497 -0.05324 0.00429 -0.21612 0.00446 -1.08289 0.00581 -0.39654 0.00517 0.15727 0.00451 -0.00561 0.00468 -0.87238 0.00598 -0.07206 0.00553 0.48175 0.00492 0.31887 0.00507 -0.54790 0.00629 0.35121 0.00615 0.90503 0.00561 0.74214 0.00574 -0.12462 0.00685 -0.85739 0.00478 -0.30357 0.00407 -0.46646 0.00425 -1.33322 0.00565 0.55381 0.00502 0.39093 0.00517 -0.47584 0.00638 -0.16288 0.00452 -1.02965 0.00586 -0.86677 0.00598
2459492.4490625 0.01846 0.00368 -0.37718 0.00520 0.18278 0.00453 0.01231 0.00470 -0.84610 0.00599 -0.60823 0.00498 -0.04826 0.00429 -0.21873 0.00447 -1.07714 0.00580 -0.40276 0.00517 0.15721 0.00450 -0.01326 0.00468 -0.87168 0.00597 -0.07109 0.00554 0.48887 0.00492 0.31840 0.00508 -0.54001 0.00629 0.35535 0.00616 0.91531 0.00561 0.74484 0.00575 -0.11357 0.00684 -0.86077 0.00479 -0.30080 0.00406 -0.47127 0.00425 -1.32969 0.00564 0.55996 0.00503 0.38949 0.00518 -0.46892 0.00637 -0.17047 0.00452 -1.02888 0.00584 -0.85841 0.00598
2459492.4498148 0.01557 0.00368 -0.37765 0.00519 0.17663 0.00453 0.00427 0.00471 -0.85074 0.00599 -0.59823 0.00499 -0.04394 0.00430 -0.21631 0.00448 -1.07131 0.00581 -0.40038 0.00517 0.15390 0.00450 -0.01847 0.00468 -0.87347 0.00597 -0.06771 0.00554 0.48657 0.00492 0.31421 0.00509 -0.54080 0.00629 0.35430 0.00616 0.90858 0.00561 0.73622 0.00576 -0.11879 0.00684 -0.86363 0.00478 -0.30934 0.00406 -0.48171 0.00426 -1.33671 0.00564 0.55428 0.00503 0.38192 0.00519 -0.47309 0.00637 -0.17236 0.00453 -1.02737 0.00585 -0.85501 0.00599
2459492.4505787 0.02152 0.00369 -0.37564 0.00521 0.18352 0.00454 0.01539 0.00471 -0.84945 0.00601 -0.60116 0.00500 -0.04199 0.00430 -0.21013 0.00448 -1.07497 0.00583 -0.40034 0.00518 0.15883 0.00452 -0.00931 0.00469 -0.87415 0.00599 -0.07326 0.00555 0.48590 0.00493 0.31777 0.00509 -0.54707 0.00631 0.34960 0.00616 0.90877 0.00561 0.74063 0.00575 -0.12421 0.00686 -0.86991 0.00480 -0.31075 0.00406 -0.47888 0.00425 -1.34372 0.00566 0.55916 0.00504 0.39103 0.00519 -0.47381 0.00639 -0.16813 0.00453 -1.03297 0.00586 -0.86484 0.00600
2459492.4513426 0.02135 0.00370 -0.37526 0.00521 0.18494 0.00454 0.01033 0.00472 -0.84370 0.00601 -0.59987 0.00500 -0.03967 0.00430 -0.21428 0.00449 -1.06831 0.00583 -0.40098 0.00519 0.15922 0.00452 -0.01540 0.00470 -0.86943 0.00598 -0.07530 0.00554 0.48490 0.00493 0.31029 0.00509 -0.54374 0.00630 0.35353 0.00618 0.91373 0.00563 0.73912 0.00577 -0.11491 0.00686 -0.86901 0.00480 -0.30881 0.00407 -0.48342 0.00426 -1.33745 0.00565 0.56020 0.00504 0.38559 0.00520 -0.46844 0.00639 -0.17461 0.00453 -1.02864 0.00586 -0.85403 0.00600
2459492.4521065 0.02102 0.00371 -0.36775 0.00522 0.18792 0.00456 0.01552 0.00473 -0.84084 0.00602 -0.58998 0.00501 -0.03431 0.00432 -0.20671 0.00450 -1.06307 0.00584 -0.39323 0.00519 0.16244 0.00453 -0.00996 0.00470 -0.86632 0.00599 -0.06506 0.00556 0.49061 0.00494 0.31821 0.00511 -0.53815 0.00631 0.36144 0.00619 0.91711 0.00564 0.74472 0.00578 -0.11164 0.00687 -0.86392 0.00480 -0.30825 0.00407 -0.48065 0.00427 -1.33700 0.00566 0.55567 0.00504 0.38327 0.00520 -0.47308 0.00639 -0.17240 0.00454 -1.02876 0.00587 -0.85636 0.00600
2459492.4528704 0.02203 0.00370 -0.36864 0.00521 0.18292 0.00455 0.00617 0.00473 -0.84719 0.00602 -0.59837 0.00499 -0.04682 0.00431 -0.22357 0.00450 -1.07693 0.00584 -0.39544 0.00518 0.15612 0.00452 -0.02063 0.00471 -0.87399 0.00600 -0.06945 0.00554 0.48211 0.00493 0.30536 0.00510 -0.54800 0.00631 0.36315 0.00618 0.91471 0.00564 0.73796 0.00578 -0.11540 0.00688 -0.86051 0.00479 -0.30895 0.00407 -0.48570 0.00427 -1.33906 0.00567 0.55156 0.00504 0.37481 0.00520 -0.47855 0.00639 -0.17675 0.00455 -1.03011 0.00587 -0.85336 0.00601
2459492.4536343 0.02019 0.00370 -0.36348 0.00521 0.18479 0.00456 0.01224 0.00473 -0.84055 0.00601 -0.58833 0.00500 -0.04007 0.00432 -0.21262 0.00450 -1.06540 0.00583 -0.38737 0.00519 0.16089 0.00453 -0.01166 0.00471 -0.86444 0.00599 -0.05437 0.00556 0.49389 0.00495 0.32134 0.00511 -0.53144 0.00632 0.35669 0.00617 0.90496 0.00562 0.73241 0.00577 -0.12038 0.00686 -0.85607 0.00480 -0.30781 0.00408 -0.48036 0.00427 -1.33314 0.00566 0.54826 0.00504 0.37571 0.00520 -0.47707 0.00639 -0.17255 0.00454 -1.02533 0.00586 -0.85278 0.00600
2459492.4543866 0.02485 0.00372 -0.36418 0.00522 0.18896 0.00456 0.01810 0.00474 -0.84198 0.00603 -0.59105 0.00501 -0.03790 0.00432 -0.20876 0.00450 -1.06885 0.00585 -0.38601 0.00520 0.16713 0.00454 -0.00373 0.00472 -0.86382 0.00602 -0.06769 0.00556 0.48545 0.00494 0.31459 0.00511 -0.54550 0.00633 0.35876 0.00619 0.91190 0.00564 0.74104 0.00579 -0.11904 0.00689 -0.86645 0.00480 -0.31331 0.00407 -0.48416 0.00427 -1.34425 0.00567 0.55314 0.00504 0.38228 0.00520 -0.47780 0.00640 -0.17086 0.00454 -1.03094 0.00588 -0.86009 0.00602
2459492.4551505 0.02300 0.00371 -0.36023 0.00521 0.18767 0.00456 0.01986 0.00473 -0.84351 0.00603 -0.58972 0.00500 -0.04183 0.00432 -0.20963 0.00450 -1.07300 0.00585 -0.38665 0.00518 0.16125 0.00453 -0.00656 0.00470 -0.86993 0.00601 -0.05996 0.00555 0.48794 0.00495 0.32014 0.00510 -0.54323 0.00633 0.36346 0.00618 0.91136 0.00564 0.74356 0.00578 -0.11981 0.00688 -0.85357 0.00480 -0.30567 0.00408 -0.47347 0.00427 -1.33684 0.00568 0.54790 0.00504 0.38009 0.00519 -0.48328 0.00640 -0.16780 0.00454 -1.03117 0.00588 -0.86337 0.00602
2459492.4559259 0.02195 0.00371 -0.37338 0.00523 0.17597 0.00457 0.01438 0.00473 -0.84316 0.00602 -0.60705 0.00501 -0.05771 0.00432 -0.21929 0.00449 -1.07684 0.00583 -0.39986 0.00520 0.14948 0.00454 -0.01210 0.00470 -0.86965 0.00600 -0.06385 0.00558 0.48550 0.00497 0.32391 0.00512 -0.53364 0.00633 0.35408 0.00619 0.90343 0.00565 0.74184 0.00578 -0.11571 0.00688 -0.86563 0.00481 -0.31628 0.00409 -0.47786 0.00427 -1.33541 0.00567 0.54935 0.00506 0.38777 0.00521 -0.46978 0.00640 -0.16158 0.00455 -1.01913 0.00588 -0.85755 0.00601
2459492.4566782 0.01514 0.00371 -0.36966 0.00523 0.18112 0.00457 0.00288 0.00475 -0.84777 0.00604 -0.58785 0.00502 -0.03708 0.00433 -0.21532 0.00453 -1.06596 0.00587 -0.39101 0.00521 0.15977 0.00454 -0.01848 0.00473 -0.86912 0.00602 -0.06181 0.00557 0.48897 0.00496 0.31073 0.00513 -0.53991 0.00634 0.35996 0.00620 0.91073 0.00566 0.73249 0.00580 -0.11815 0.00690 -0.85525 0.00482 -0.30447 0.00409 -0.48271 0.00430 -1.33335 0.00569 0.55078 0.00506 0.37254 0.00522 -0.47811 0.00642 -0.17824 0.00456 -1.02889 0.00590 -0.85064 0.00604
2459492.4574421 0.01862 0.00372 -0.37752 0.00525 0.17871 0.00458 0.01226 0.00475 -0.84888 0.00605 -0.59628 0.00504 -0.04005 0.00434 -0.20650 0.00452 -1.06764 0.00587 -0.40190 0.00522 0.15432 0.00455 -0.01213 0.00472 -0.87326 0.00603 -0.08154 0.00558 0.47469 0.00496 0.30824 0.00511 -0.55290 0.00634 0.35425 0.00623 0.91048 0.00567 0.74403 0.00581 -0.11711 0.00692 -0.86693 0.00483 -0.31071 0.00410 -0.47716 0.00429 -1.33829 0.00570 0.55623 0.00508 0.38978 0.00523 -0.47136 0.00644 -0.16645 0.00456 -1.02759 0.00591 -0.86114 0.00604
2459492.4582060 0.02014 0.00372 -0.37177 0.00524 0.18303 0.00457 0.01419 0.00474 -0.84513 0.00605 -0.60292 0.00502 -0.04812 0.00433 -0.21695 0.00451 -1.07628 0.00586 -0.39433 0.00521 0.16046 0.00455 -0.00837 0.00472 -0.86770 0.00603 -0.06164 0.00559 0.49316 0.00497 0.32433 0.00513 -0.53500 0.00635 0.35529 0.00621 0.91009 0.00566 0.74126 0.00580 -0.11807 0.00690 -0.86288 0.00482 -0.30808 0.00409 -0.47691 0.00428 -1.33624 0.00569 0.55480 0.00507 0.38596 0.00522 -0.47336 0.00643 -0.16884 0.00456 -1.02816 0.00590 -0.85933 0.00603
2459492.4589815 0.02151 0.00373 -0.36664 0.00525 0.18640 0.00459 0.02222 0.00475 -0.84439 0.00607 -0.59694 0.00503 -0.04390 0.00434 -0.20808 0.00451 -1.07469 0.00589 -0.39208 0.00522 0.16096 0.00456 -0.00322 0.00472 -0.86983 0.00605 -0.06049 0.00560 0.49255 0.00498 0.32837 0.00513 -0.53824 0.00637 0.36016 0.00622 0.91320 0.00568 0.74902 0.00581 -0.11758 0.00693 -0.85897 0.00483 -0.30593 0.00410 -0.47011 0.00429 -1.33672 0.00571 0.55304 0.00507 0.38886 0.00522 -0.47775 0.00645 -0.16418 0.00456 -1.03079 0.00592 -0.86661 0.00605
2459492.4597569 0.02186 0.00373 -0.36631 0.00524 0.18502 0.00458 0.01519 0.00476 -0.83930 0.00605 -0.59459 0.00503 -0.04326 0.00434 -0.21308 0.00452 -1.06757 0.00586 -0.39267 0.00522 0.15866 0.00455 -0.01116 0.00473 -0.86565 0.00602 -0.07054 0.00558 0.48079 0.00496 0.31096 0.00512 -0.54353 0.00634 0.36253 0.00622 0.91386 0.00568 0.74404 0.00582 -0.11045 0.00691 -0.85644 0.00483 -0.30511 0.00410 -0.47493 0.00430 -1.32942 0.00569 0.55133 0.00507 0.38150 0.00523 -0.47299 0.00642 -0.16982 0.00457 -1.02431 0.00590 -0.85449 0.00603
2459492.4605208 0.02182 0.00373 -0.36643 0.00524 0.18498 0.00458 0.01688 0.00475 -0.84389 0.00606 -0.59457 0.00503 -0.04316 0.00433 -0.21126 0.00452 -1.07203 0.00587 -0.39772 0.00521 0.15369 0.00455 -0.01441 0.00472 -0.87518 0.00603 -0.06149 0.00559 0.48992 0.00497 0.32182 0.00513 -0.53895 0.00636 0.36063 0.00622 0.91205 0.00567 0.74394 0.00581 -0.11683 0.00692 -0.85714 0.00482 -0.30573 0.00410 -0.47383 0.00429 -1.33460 0.00570 0.55141 0.00507 0.38331 0.00522 -0.47746 0.00643 -0.16810 0.00456 -1.02888 0.00591 -0.86077 0.00604
2459492.4612847 0.01559 0.00372 -0.37457 0.00524 0.18356 0.00458 0.01451 0.00475 -0.84848 0.00605 -0.59826 0.00503 -0.04013 0.00433 -0.20918 0.00452 -1.07217 0.00587 -0.39660 0.00522 0.16153 0.00455 -0.00752 0.00472 -0.87051 0.00604 -0.06136 0.00560 0.49678 0.00498 0.32772 0.00514 -0.53527 0.00637 0.35107 0.00621 0.90920 0.00566 0.74015 0.00580 -0.12284 0.00691 -0.85812 0.00483 -0.29999 0.00410 -0.46905 0.00429 -1.33203 0.00570 0.55813 0.00507 0.38908 0.00523 -0.47391 0.00644 -0.16905 0.00456 -1.03204 0.00591 -0.86299 0.00604
2459492.4620370 0.02091 0.00374 -0.37007 0.00526 0.18142 0.00460 0.02603 0.00475 -0.84222 0.00606 -0.60479 0.00504 -0.05331 0.00434 -0.20870 0.00451 -1.07694 0.00587 -0.39168 0.00523 0.15981 0.00457 0.00442 0.00473 -0.86383 0.00604 -0.06744 0.00560 0.48405 0.00499 0.32866 0.00513 -0.53959 0.00636 0.35883 0.00623 0.91032 0.00569 0.75493 0.00581 -0.11332 0.00693 -0.85845 0.00484 -0.30696 0.00412 -0.46235 0.00429 -1.33060 0.00571 0.55149 0.00509 0.39610 0.00523 -0.47215 0.00644 -0.15539 0.00456 -1.02364 0.00592 -0.86825 0.00604
2459492.4634838 0.01171 0.00373 -0.37557 0.00525 0.17414 0.00459 0.01085 0.00476 -0.85219 0.00607 -0.59819 0.00505 -0.04848 0.00436 -0.21177 0.00453 -1.07480 0.00589 -0.39737 0.00523 0.15234 0.00457 -0.01095 0.00474 -0.87399 0.00605 -0.06511 0.00561 0.48461 0.00500 0.32131 0.00515 -0.54172 0.00638 0.35955 0.00624 0.90926 0.00570 0.74597 0.00583 -0.11707 0.00694 -0.84929 0.00485 -0.29958 0.00413 -0.46287 0.00431 -1.32590 0.00573 0.54971 0.00509 0.38642 0.00524 -0.47662 0.00646 -0.16329 0.00458 -1.02633 0.00593 -0.86304 0.00606
2459492.4642477 0.02374 0.00374 -0.37318 0.00527 0.18255 0.00460 0.01582 0.00477 -0.84001 0.00607 -0.60824 0.00505 -0.05250 0.00435 -0.21923 0.00453 -1.07507 0.00589 -0.39755 0.00525 0.15819 0.00458 -0.00854 0.00475 -0.86438 0.00605 -0.07619 0.00561 0.47955 0.00499 0.31282 0.00514 -0.54302 0.00637 0.35052 0.00625 0.90626 0.00569 0.73953 0.00583 -0.11630 0.00694 -0.86430 0.00486 -0.30856 0.00412 -0.47529 0.00431 -1.33113 0.00572 0.55574 0.00510 0.38901 0.00526 -0.46683 0.00646 -0.16673 0.00459 -1.02257 0.00593 -0.85584 0.00606
2459492.4650116 0.01517 0.00374 -0.37766 0.00528 0.18508 0.00460 0.01929 0.00477 -0.84273 0.00607 -0.60529 0.00506 -0.04255 0.00435 -0.20834 0.00453 -1.07035 0.00589 -0.39276 0.00526 0.16998 0.00458 0.00419 0.00475 -0.85782 0.00606 -0.06752 0.00563 0.49522 0.00500 0.32943 0.00516 -0.53258 0.00639 0.35677 0.00627 0.91951 0.00571 0.75372 0.00584 -0.10829 0.00695 -0.86268 0.00487 -0.29994 0.00412 -0.46573 0.00431 -1.32775 0.00572 0.56274 0.00510 0.39695 0.00526 -0.46506 0.00647 -0.16579 0.00458 -1.02780 0.00592 -0.86201 0.00606
2459492.4657639 0.02751 0.00376 -0.36128 0.00527 0.18846 0.00461 0.02419 0.00478 -0.83466 0.00609 -0.59843 0.00505 -0.04870 0.00436 -0.21297 0.00453 -1.07181 0.00590 -0.38843 0.00525 0.16130 0.00458 -0.00297 0.00475 -0.86181 0.00607 -0.06750 0.00561 0.48224 0.00499 0.31797 0.00515 -0.54088 0.00638 0.35892 0.00624 0.90866 0.00570 0.74439 0.00583 -0.11445 0.00695 -0.85848 0.00485 -0.30874 0.00412 -0.47301 0.00431 -1.33185 0.00573 0.54974 0.00509 0.38547 0.00525 -0.47338 0.00646 -0.16427 0.00458 -1.02311 0.00594 -0.85884 0.00607
2459492.4665278 0.02436 0.00375 -0.36916 0.00528 0.18316 0.00462 0.01887 0.00479 -0.83746 0.00609 -0.59796 0.00507 -0.04564 0.00437 -0.20993 0.00455 -1.06626 0.00591 -0.39193 0.00526 0.16039 0.00459 -0.00390 0.00476 -0.86023 0.00607 -0.07688 0.00562 0.47545 0.00500 0.31115 0.00515 -0.54518 0.00638 0.35238 0.00626 0.90470 0.00571 0.74041 0.00585 -0.11592 0.00695 -0.86525 0.00486 -0.31292 0.00413 -0.47722 0.00432 -1.33354 0.00573 0.55232 0.00511 0.38803 0.00526 -0.46830 0.00647 -0.16429 0.00460 -1.02062 0.00594 -0.85633 0.00608
2459492.4672917 0.01992 0.00375 -0.36962 0.00528 0.18702 0.00461 0.01609 0.00479 -0.84273 0.00609 -0.60088 0.00506 -0.04425 0.00436 -0.21518 0.00454 -1.07399 0.00591 -0.38783 0.00526 0.16880 0.00459 -0.00213 0.00476 -0.86094 0.00608 -0.06609 0.00563 0.49054 0.00500 0.31961 0.00517 -0.53920 0.00640 0.35840 0.00626 0.91503 0.00571 0.74410 0.00585 -0.11471 0.00697 -0.85985 0.00486 -0.30322 0.00412 -0.47415 0.00432 -1.33296 0.00574 0.55663 0.00510 0.38570 0.00526 -0.47311 0.00648 -0.17093 0.00459 -1.02974 0.00594 -0.85882 0.00608
2459492.4680556 0.01886 0.00375 -0.37538 0.00529 0.17835 0.00462 0.00887 0.00479 -0.85247 0.00611 -0.60295 0.00508 -0.04922 0.00437 -0.21870 0.00455 -1.08004 0.00593 -0.39222 0.00527 0.16151 0.00460 -0.00797 0.00477 -0.86931 0.00610 -0.07484 0.00563 0.47889 0.00501 0.30941 0.00517 -0.55193 0.00642 0.35745 0.00628 0.91118 0.00573 0.74170 0.00587 -0.11964 0.00699 -0.86609 0.00487 -0.31236 0.00414 -0.48184 0.00433 -1.34319 0.00576 0.55373 0.00512 0.38425 0.00528 -0.47709 0.00650 -0.16948 0.00461 -1.03082 0.00597 -0.86134 0.00611
2459492.4688079 0.02512 0.00376 -0.36514 0.00529 0.18841 0.00462 0.02140 0.00479 -0.83864 0.00611 -0.60070 0.00507 -0.04715 0.00437 -0.21416 0.00455 -1.07420 0.00592 -0.39241 0.00527 0.16114 0.00460 -0.00588 0.00477 -0.86591 0.00608 -0.05918 0.00565 0.49437 0.00503 0.32736 0.00519 -0.53268 0.00642 0.35944 0.00628 0.91300 0.00573 0.74598 0.00587 -0.11405 0.00698 -0.86303 0.00487 -0.30948 0.00413 -0.47649 0.00432 -1.33653 0.00574 0.55355 0.00512 0.38654 0.00527 -0.47350 0.00649 -0.16701 0.00460 -1.02705 0.00596 -0.86004 0.00609
2459492.4695718 0.01841 0.00376 -0.37568 0.00530 0.18210 0.00462 0.02037 0.00479 -0.84578 0.00611 -0.59941 0.00509 -0.04163 0.00438 -0.20336 0.00455 -1.06951 0.00593 -0.39827 0.00528 0.15951 0.00460 -0.00222 0.00476 -0.86837 0.00609 -0.08013 0.00564 0.47764 0.00501 0.31591 0.00516 -0.55023 0.00641 0.35520 0.00629 0.91298 0.00573 0.75125 0.00586 -0.11490 0.00698 -0.86117 0.00489 -0.30339 0.00414 -0.46512 0.00433 -1.33127 0.00576 0.55778 0.00513 0.39605 0.00528 -0.47010 0.00650 -0.16173 0.00460 -1.02788 0.00596 -0.86615 0.00609
2459492.4703241 0.02022 0.00377 -0.37648 0.00531 0.17943 0.00464 0.01916 0.00480 -0.84047 0.00611 -0.60177 0.00510 -0.04587 0.00439 -0.20614 0.00456 -1.06576 0.00593 -0.40144 0.00529 0.15447 0.00461 -0.00580 0.00477 -0.86543 0.00609 -0.07738 0.00565 0.47853 0.00502 0.31826 0.00517 -0.54137 0.00641 0.35419 0.00630 0.91009 0.00574 0.74982 0.00588 -0.10980 0.00699 -0.86673 0.00489 -0.31083 0.00415 -0.47110 0.00433 -1.33072 0.00575 0.55590 0.00514 0.39564 0.00529 -0.46399 0.00650 -0.16027 0.00461 -1.01989 0.00596 -0.85963 0.00609
2459492.4710995 0.02261 0.00377 -0.36697 0.00530 0.18858 0.00463 0.02071 0.00480 -0.83987 0.00612 -0.59496 0.00509 -0.03942 0.00438 -0.20729 0.00456 -1.06786 0.00593 -0.39203 0.00528 0.16351 0.00460 -0.00436 0.00478 -0.86494 0.00610 -0.06804 0.00565 0.48750 0.00502 0.31963 0.00518 -0.54094 0.00642 0.35858 0.00629 0.91412 0.00573 0.74626 0.00587 -0.11432 0.00699 -0.86103 0.00488 -0.30549 0.00414 -0.47336 0.00433 -1.33394 0.00576 0.55554 0.00513 0.38767 0.00528 -0.47290 0.00650 -0.16787 0.00461 -1.02844 0.00597 -0.86057 0.00610
2459492.4718634 0.02322 0.00377 -0.37130 0.00531 0.18677 0.00464 0.01893 0.00481 -0.83365 0.00611 -0.60614 0.00509 -0.04807 0.00438 -0.21591 0.00456 -1.06848 0.00592 -0.39720 0.00529 0.16087 0.00460 -0.00697 0.00478 -0.85954 0.00608 -0.07029 0.00566 0.48778 0.00503 0.31994 0.00519 -0.53264 0.00641 0.35851 0.00630 0.91658 0.00574 0.74874 0.00588 -0.10384 0.00698 -0.86383 0.00489 -0.30576 0.00415 -0.47361 0.00434 -1.32618 0.00575 0.55807 0.00514 0.39023 0.00529 -0.46235 0.00650 -0.16784 0.00461 -1.02042 0.00596 -0.85257 0.00609
2459492.4726157 0.03346 0.00378 -0.35999 0.00532 0.19368 0.00464 0.02670 0.00481 -0.82967 0.00612 -0.60259 0.00509 -0.04892 0.00438 -0.21590 0.00456 -1.07227 0.00593 -0.39930 0.00528 0.15437 0.00460 -0.01261 0.00477 -0.86899 0.00609 -0.07131 0.00565 0.48236 0.00502 0.31538 0.00518 -0.54100 0.00641 0.35753 0.00629 0.91119 0.00574 0.74422 0.00588 -0.11216 0.00699 -0.86097 0.00489 -0.30730 0.00415 -0.47428 0.00434 -1.33065 0.00576 0.55366 0.00513 0.38669 0.00529 -0.46969 0.00650 -0.16697 0.00461 -1.02335 0.00597 -0.85638 0.00610
